t,y
0.2460000000000002,1.0
0.2470000000000002,1.0
0.2480000000000002,1.0
0.2490000000000002,1.0
0.25000000000000017,-1.0
0.25100000000000017,-1.0
0.25200000000000017,-1.0
0.25300000000000017,-1.0
0.25400000000000017,-1.0
0.25500000000000017,-1.0
0.25600000000000017,-1.0
0.2570000000000002,-1.0
0.2580000000000002,-1.0
0.2590000000000002,-1.0
0.2600000000000002,1.0
0.2610000000000002,1.0
0.2620000000000002,1.0
0.2630000000000002,1.0
0.2640000000000002,1.0
0.2650000000000002,1.0
0.2660000000000002,1.0
0.2670000000000002,1.0
0.2680000000000002,1.0
0.2690000000000002,1.0
0.2700000000000002,-1.0
0.2710000000000002,-1.0
0.2720000000000002,-1.0
0.2730000000000002,-1.0
0.2740000000000002,-1.0
0.2750000000000002,-1.0
0.2760000000000002,-1.0
0.2770000000000002,-1.0
0.2780000000000002,-1.0
0.2790000000000002,-1.0
0.2800000000000002,1.0
0.2810000000000002,1.0
0.2820000000000002,1.0
0.2830000000000002,1.0
0.2840000000000002,1.0
0.2850000000000002,1.0
0.2860000000000002,1.0
0.2870000000000002,1.0
0.2880000000000002,1.0
0.2890000000000002,1.0
0.2900000000000002,-1.0
0.2910000000000002,-1.0
0.2920000000000002,-1.0
0.2930000000000002,-1.0
0.2940000000000002,-1.0
0.2950000000000002,-1.0
0.2960000000000002,-1.0
0.2970000000000002,-1.0
0.2980000000000002,-1.0
0.2990000000000002,-1.0
